,PUBCHEM_CID,Canonical_smiles,Activity_score,Activity_outcome
174,12477066.0,C1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,89.0,1
175,6364517.0,CCN\1C2=CC=CC=C2S/C1=C\C(=C\C3=[N+](C4=CC=CC=C4S3)CC)\C.[I-],89.0,1
176,3879.0,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,89.0,1
177,53301266.0,CCOC(=O)[C@]12CC3=C(C(=C(C=C3[C@H]1N(C(=O)C4=CC=CC=C24)C5CCCCC5)OC)OC)OC,89.0,1
178,5717105.0,CCN1/C(=C/C2=[N+](C3=CC=CC=C3C=C2)CC)/C=CC4=CC=CC=C41.[Cl-],89.0,1
179,15945619.0,CC(=O)N(C1=CC=C(C=C1)Br)C2=C(C(=O)C3=CC=CC=C3C2=O)NC,89.0,1
180,16188793.0,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C=C(S3)C4=CC=CC=C4C)C.[I-],89.0,1
181,4024368.0,CC12CCC3C(C1(CCC2C4=COC(=O)C4)O)CCC5(C3(CCC(C5)O)C=NO)O,89.0,1
182,2877075.0,CCCC(=O)NC(C1=CC=C(C=C1)N(C)C)C2=C(C3=C(C=CC=N3)C=C2)O,89.0,1
183,16196252.0,CC(C)(C)C1=CC=C(C=C1)C2=CN(C3=[N+]2CCCS3)C4=CC=C(C=C4)Br.[Br-],89.0,1
184,268762.0,CC(C)(C)NCC(=CC1=CC=CC=C1)C(=O)C2=CC=CC=C2,89.0,1
185,698490.0,CC1=C2C(=CC=C1)C(=C3C(=CC(=NC3=N2)C)C)N,89.0,1
186,16196319.0,[B-](F)(F)(F)F.CC1=CC(=CC(=[N+]1CC2CCCO2)C)/C=C\3/N(C4=CC=CC=C4S3)C,89.0,1
187,274159.0,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CC(=O)OC5)O)C)O,89.0,1
188,24747913.0,CC1=CC2=C(C=C1C)SC3=C(C2=O)C=C(C=C3)C#CC4(CCCCC4)O,89.0,1
189,3803930.0,C1=CC(=CC(=C1)Cl)C(C#N)C2=NC3=C(C=C2)C(=CC(=N3)C(F)(F)F)C(F)(F)F,89.0,1
190,280899.0,CN(C)C1=NC=NC2=C1N=NN2C3C(C(C(O3)CO)O)O,89.0,1
191,6514881.0,CCN(CC(C(=O)/C=C/C1=CC=C(C=C1)/C=C/C(=O)C(CN(CC)CC)(C)C)(C)C)CC.Br,89.0,1
192,16191880.0,CC(C)(C#CC1=CC=C(S1)[C@@H]2C[C@H]3CN(C(=O)[C@@]34N2CCC4)C5=CC=CC=C5)O,89.0,1
193,1046754.0,C1=CC(=CN=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-],89.0,1
194,9583467.0,CC1=C(C(=NN1C(C)(C)C)C)/C=N/OC(=O)NC2=CC=C(C=C2)Cl,89.0,1
195,2803102.0,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=S)NCC3=CN=CC=C3,88.0,1
196,11293.0,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N,88.0,1
197,2167979.0,C1=CC(=C(C=C1NC(=O)CC(C(F)(F)F)(C(F)(F)F)O)Cl)Cl,88.0,1
198,53301264.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=CC=CC=C24)C5CCCCC5)C=CC(=C3)C,88.0,1
199,135439869.0,C1=CC2=C(C(=C1)OCC3=CC=C(C=C3)C(=O)N/N=C/C4=CC=CN4)N=CC=C2,88.0,1
200,5614.0,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=C(C#N)C#N,88.0,1
201,138252.0,C1=CC=C2C(=C1)C=CC(=O)C3=CC=CC=C23,88.0,1
202,5474842.0,CCN\1C2=CC=CC=C2S/C1=C\C(=C\C3=[N+](C4=CC=CC=C4S3)CC)\C,88.0,1
203,4872337.0,C1CCC(CC1)NC2=NC(=NC(=C2[N+](=O)[O-])N)NCCCN,88.0,1
204,56643206.0,C1=CC=C(C=C1)NC2=CN=C3C(=C2)C=CC=C3O.C(=O)(C(F)(F)F)O,88.0,1
205,24207752.0,COC(=O)C1=CC=CC=C1C2=C3C=CC(=[NH2+])C=C3OC4=C2C=CC(=C4)N.O.[Cl-],88.0,1
206,1266032.0,C1=CC=C(C(=C1)C(=O)SC2=CC=CC3=C2N=CC=C3)Br,88.0,1
207,135517114.0,CC1=CC(=NN1CC2=CC=C(C=C2)C(=O)N/N=C/C3=C(C=C(C=C3)O)O)[N+](=O)[O-],88.0,1
208,53301276.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5)C=CC(=C3)C,88.0,1
209,5351598.0,CC[C@H](C[C@H]1CCC[C@]2(O1)C[C@H]3[C@@H]([C@@H](O2)C[C@]4([C@@H](CC(O4)(C)C)/C=C/CCCCC[C@@]([C@@H]([C@H]([C@@H]([C@H]([C@@H]([C@](/C=C/C(=O)O3)(C)O)O)C)O)OC5CCC(C(O5)C)N(C)C)O)(C)O)O)C)O,88.0,1
210,285026.0,C1CN2C3=CC=CC=C3C4=CC=CC=C4C2=N1,88.0,1
211,24792118.0,C1CN(CCC1OC2=CC=C(C=C2)C(=O)NCCOC3=CN=CC=C3)CC4=CC=CC=N4,88.0,1
212,2876839.0,CC(C)C(=O)NC(C1=CC=C(C=C1)OC)C2=C(C3=C(C=CC=N3)C=C2)O,88.0,1
213,53301257.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5)C=CC(=C3)Cl,88.0,1
214,15538510.0,CC1=CC(=CC2=[N+](C3=CC=CC=C3S2)C)C=C(O1)C.[O-]Cl(=O)(=O)=O,88.0,1
215,66541.0,CN1C2=NC(=O)N(C(=O)C2=NC=N1)C,87.0,1
216,1570.0,C1=CC(=S)N(C=C1)O,87.0,1
217,53301249.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=CC=CC=C24)C5CCCCC5)C=CC(=C3)OC,87.0,1
218,135433188.0,CC(C)(C)C1=CC=C(C=C1)C2CC2C(=O)N/N=C\C3=CC=CN3,87.0,1
219,16237072.0,C1COCCN1C2=NC(=C(S2)/C=N/NC(=O)C3=CC(=CC=C3)S(=O)(=O)N4CCOCC4)C5=CC=CC=C5.Br,87.0,1
220,16196223.0,CC1=CC(=CC(=[N+]1C2=CC=C(C=C2)OC)C)/C=C\3/N(C4=CC=CC=C4S3)C.[I-],87.0,1
221,6185.0,C[C@]12CC[C@H]3[C@H]([C@]1(CC[C@@H]2C4=CC(=O)OC4)O)CC[C@]5([C@@]3(CC[C@@H](C5)O)C=O)O,87.0,1
222,24747958.0,CC(C)CC[N+]1=CC=CC=C1/C=C/C2=CC=C(C=C2)N(C)C.[I-],87.0,1
223,2400243.0,CCOC1=CC=C(C=C1)OCC2=CC=C(C=C2)C(=O)NN=CC3=CC=CN3,87.0,1
224,3321199.0,CCC(C)(C(=O)OC1C2C(C(C3(C4C2(CO3)C(CC5C4(C(C(C=C5C)O)O)C)OC1=O)O)O)C)O,87.0,1
225,5322719.0,CC1C/C(=C\C2=CC(=C(C(=C2)OC)OC)OC)/C(=O)/C(=C/C3=CC(=C(C(=C3)OC)OC)OC)/C1,87.0,1
226,2871851.0,CC(=O)NC(C1=CC=C(C=C1)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,87.0,1
227,16192857.0,CC[N+]1=C(C=CC2=CC=CC(=C21)C)/C=C\3/N(C4=CC=CC=C4S3)C.[I-],87.0,1
228,4369270.0,C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O,87.0,1
229,570353.0,C1=CC=C(C=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)NC2=NC3=C(S2)C=C(C=C3)[N+](=O)[O-],87.0,1
230,1941609.0,CN1C2=C(C(=O)N(C1=O)C)C(N=C(N2)C3=CC=C(C=C3)Cl)(C(F)(F)F)C(F)(F)F,87.0,1
231,15945262.0,CCCN(CCC)C1=CC(=[N+]2CCCC2)CC(C1)(C)C.[I-],86.0,1
232,5281952.0,CC[N+]1=C(SC2=CC=CC=C21)/C=C/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,86.0,1
233,44820570.0,C1=CC(=CC=C1CN(CCCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl,86.0,1
234,9583470.0,CC1=C(C=C(C=C1)NC(=O)O/N=C/C2=C(N(N=C2C)C(C)(C)C)C)Cl,86.0,1
235,16405253.0,C[C@@H]1CCC2C(C(O[C@@H]3C24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)NCCCC(=O)NC(CC(C)C)C(=O)O)C,86.0,1
236,395181.0,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=CC=C(C=C4)N(C)C)C5=CC=C(C=C5)Cl.C(F)(F)(F)S(=O)(=O)[O-],86.0,1
237,135604370.0,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC(=O)C3=CN=CC=C3)O,86.0,1
238,5353548.0,CC1(C2=CCC3C4(CC(C(C4(CC(=O)C3(C2C=C(C1=O)O)C)C)C(C)(C(=O)/C=C/C(C)(C)O)O)O)C)C,86.0,1
239,13506406.0,C1=CC=C(C(=C1)CNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O)O,86.0,1
240,387042.0,C1C2CC3CC1CC(C2)(C3)OC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O,86.0,1
241,5763840.0,C1=CC=C(C(=C1)C(=O)NNC(=S)NC(=O)/C=C/C2=CC=CS2)O,86.0,1
242,16682142.0,CCCCCCCCCN1C=CC(=N)C=C1.Br,86.0,1
243,231422.0,CC(C)CC(=NNC(=O)C1=CC=NC=C1)C2=C(C=CC(=C2)Cl)O,86.0,1
244,23724418.0,CCN(CC)C1=CC(=C(C=C1)/C=C/C2=CC=CC=[N+]2C)OC.[I-],86.0,1
245,429444.0,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)N)C)OC)OC(=O)N)C)C)O)OC,86.0,1
246,9552001.0,CCN(CC)C1=NC(=[N+](CC)CC)C2=CC=CC=C21.[O-]Cl(=O)(=O)=O,85.0,1
247,3000575.0,CC(=NNC(=S)NC1=CC=CC=C1)C2=CC=CC=N2,85.0,1
248,135684414.0,CC1=CC(=C(C(=C1)Br)OCC2=CC=C(C=C2)C(=O)N/N=C/C3=CC=CN3)Br,85.0,1
249,16238264.0,CCOC1=CC=C(C=C1)C2=CC(=[N+](C(=C2)C)CCC3=CC(=C(C=C3)OC)OC)C4=CC=C(C=C4)OCC.[O-]Cl(=O)(=O)=O,85.0,1
250,5738109.0,CC(=O)NC1=CC=C(C=C1)C(=O)/C=C/C2=C(C=CC(=C2)Br)OC,85.0,1
251,9549480.0,C1CCC2=C(C1)C(=N)C3=C(N2CC4=CC(=CC=C4)Cl)CCC3.Cl,85.0,1
252,53301275.0,CCOC(=O)[C@]12CC3=CC=CC=C3[C@H]1N(C(=O)C4=C2C=CC(=C4)OC)C5CCCCC5,85.0,1
253,16396279.0,CCCCN=C[C@]12CCC(CC1(CCC3[C@@H]2CC[C@]4(C3(CC[C@H]4C5C=CC(=O)O5)O)C)O)O,85.0,1
254,645210.0,CC1=C(C(NC(=O)N1)C2=CC=C(C=C2)F)C(=O)OCC3=CC4=C(C=C3)OCO4,85.0,1
255,407583.0,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,85.0,1
256,5702759.0,CC[N+]1=C(C=CC2=CC=CC=C21)/C=C/C3=CC=C(C=C3)N(C)C.[I-],85.0,1
257,5759185.0,CC(C)(C)C(=O)/C(=C\C1=CC(=CC=C1)[N+](=O)[O-])/N2C=NC=N2,85.0,1
258,2922130.0,CCN(CC)C1=CC=C(C=C1)C(C2=C(C3=C(C=CC=N3)C=C2)O)NC(=O)C(C)C,85.0,1
259,14710.0,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],85.0,1
260,16404356.0,CCC(C)NC(=O)CCC(=O)OC1C(C2CC[C@H]([C@H]3C24[C@@H](O1)OC(CC3)(OO4)C)C)C,85.0,1
261,2815170.0,C1COC2=C(O1)C=CC(=C2)C(=O)CN3C(=O)C4=CC=CC=C4S3(=O)=O,84.0,1
262,392762.0,C[N+]1=C(C=C2N1C3=CC=CC=C3C2=CC4=CC=CC=C4)C5=CC=CC=C5.C(F)(F)(F)S(=O)(=O)[O-],84.0,1
263,5072070.0,COC(=O)C1=CN(C(=O)C2=CC=CC=C21)NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])F,84.0,1
264,10000306.0,CC1=CC2=C(C=C1C)NC3=C2C=[N+](C4=CC=CC=C43)C.[I-],84.0,1
265,16196165.0,CC1=C(C=C(C=C1)N2C3=[N+](C=C2C4=CC=CS4)C5=CC=CC=C5CC3)C.[Br-],84.0,1
266,53301265.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=CC=CC=C24)C5CCCCC5)C=C(C=C3)C,84.0,1
267,24761551.0,CC[N+]1=C(C=CC2=C1C=C(C=C2)OC)/C=C/C3=CC=C(C=C3)N(CC)CC.[I-],84.0,1
268,12605846.0,C[N+]1=CC=C(C2=CC=CC=C21)/C=C/C3=CC=C(C=C3)N(C)C.[I-],84.0,1
269,12005581.0,CCCCCOC1=C(C=C(C=C1)Br)CSC(=N)N.Cl,84.0,1
270,16404087.0,C[C@@H]1CCC2C(C(O[C@@H]3C24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)NC(C)(C)CO)C,84.0,1
271,16196147.0,COC1=CC=CC=C1N2C3=[N+](C=C2C4=CC=CC=C4)C5=CC=CC=C5CC3.[Br-],84.0,1
272,2872206.0,CC(=O)NC(C1=CC(=CC=C1)[N+](=O)[O-])C2=C(C3=C(C=CC=N3)C=C2)O,84.0,1
273,3005038.0,CC(=NNC(=S)NC1=CC=CC=C1Cl)C2=CC=CC=N2,84.0,1
274,403758.0,C1C2CC3CC1CC(C2)(C3)CCOC(=O)C4=CC=C(C=C4)NCC5=C(C=CC(=C5)O)O,84.0,1
275,7560363.0,CC1=CC(=C(N1CC=C)C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O,84.0,1
276,45479888.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O.CC(=O)O,84.0,1
277,135578967.0,CC1=NC=C(C=C1)C(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,84.0,1
278,16682221.0,CCCCCCCCCCN1C=CC(=N)C=C1.Br,84.0,1
279,12005615.0,CCCOC1=C(C=C(C=C1)Br)CSC(=N)N.Cl,84.0,1
280,5715188.0,CC(C)(C)C(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/N2C=NC=N2,84.0,1
281,3915969.0,CC1=NN(C(=O)C1CC2=CC=CC=C2)C3=NC4=CC=CC=C4N3,83.0,1
282,10363146.0,[B-](F)(F)(F)F.CC1=CC=C(C=C1)C2=CC(=[N+](O2)C)/C=C/C3=CC=C(C=C3)OC,83.0,1
283,135592728.0,CC1=C(N2C=C(C=CC2=N1)Cl)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,83.0,1
284,1883073.0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=C(C=C(C=C3)O)O,83.0,1
285,16187754.0,CCN\1C2=C(C=C(C=C2)C)S/C1=C/C3=[N+](C4=CC=CC=C4C=C3)CC.[I-],83.0,1
286,1880649.0,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC(=S)NNC(=O)C3=CC=CC=C3O,83.0,1
287,16193145.0,CCN\1C2=C(C=C(C=C2)C)S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],83.0,1
288,6619798.0,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)CC4=CNC5=CC=CC=C54)N,83.0,1
289,12005613.0,CCCCOC1=C(C=C(C=C1)Br)CSC(=N)N.Cl,83.0,1
290,2876731.0,CCCC(=O)NC(C1=C(C2=C(C=CC=N2)C=C1)O)C3=CC=CC=C3Cl,83.0,1
291,3129243.0,CCCC(=O)NC(C1=CC=C(C=C1)C)C2=C(C3=C(C=CC=N3)C=C2)O,83.0,1
292,135497968.0,C1=CC=C2C(=C1)NC(=N2)N/N=C/C3=C(C=CC(=C3)[N+](=O)[O-])O,83.0,1
293,16195997.0,CN(C)C1=CC=C(C=C1)/C=C/C2=[N+](C3=C(C=C2)C4=CC=CC=C4C=C3)C5=CC=CC=C5.[Cl-],83.0,1
294,16405308.0,CCC(C)C(C(=O)O)NC(=O)CCCNC(=O)CCC(=O)OC1C(C2CC[C@H]([C@H]3C24[C@@H](O1)OC(CC3)(OO4)C)C)C,83.0,1
295,135438768.0,C1=CC=C(C=C1)NC(=O)CSCC(=O)N/N=C/C2=C(C=CC3=CC=CC=C32)O,83.0,1
296,6284238.0,CCC(=O)NC1=CC=CC(=C1)C(=O)/C=C/C2=C(C=CC(=C2)Br)OC,83.0,1
297,16745538.0,C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C4C(C3=O)O4)C)O)C(=C)C(=O)O2,83.0,1
298,268760.0,C1CCN(CC1)CC(=CC2=CC=CC=C2)C(=O)C3=CC=CC=C3,83.0,1
299,12004724.0,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=C3)C=C(C=C4)C)CC.[I-],83.0,1
300,135433226.0,C1=CC2=C3C(=C1)C(=O)N(C3=CC=C2)CC4=CC=C(C=C4)C(=O)N/N=C/C5=C(C=C(C=C5)O)O,82.0,1
301,135519961.0,CC1=NC=C(C(=C1O)/C=N/NC(=O)C2=CC3=C(S2)CCCC3)CO,82.0,1
302,32875.0,CC1C(C(CC(O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,82.0,1
303,16242410.0,CCN1C/C(=C\C2=CC(=C(C=C2)O)OCC)/C(=O)/C(=C/C3=CC(=C(C=C3)O)OCC)/C1.Cl,82.0,1
304,16395151.0,C[C@]12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5=CC(CC[C@]35/C=N/O)O,82.0,1
305,457901.0,CC(=O)OCC1(CCCC23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)C,82.0,1
306,24202844.0,CC(=O)OCC1C(C2=C(C(=O)C1=C)SC=C2)C3=CC(=C(C=C3)OC)OC,82.0,1
307,2958734.0,CC1CC2=CC=CC=C2N1C3=NC=NC(=C3[N+](=O)[O-])N,82.0,1
308,44820550.0,C1=CC(=CC=C1CN(CCCNC(=S)NCCCC2=CN=CN2)C3=NC=C(C=C3)Br)Cl,82.0,1
309,16681822.0,CCCCCC1=CC(=C(C=C1)OCCC[N+]2=CC=CC=C2)CCCCC.[Cl-],82.0,1
310,3711067.0,COC1=CC(=O)C2=C(C1=O)C=CC3=C2C(=NC=N3)N,82.0,1
311,4042376.0,C1=CC2=C(C=CN=C2C=NNC(=S)N)C(=C1)C(C(C(F)(F)F)(F)F)(F)F,82.0,1
312,354677.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)OC(=O)CN.Cl,82.0,1
313,16196127.0,C[N+]1=CC=C(C2=CC=CC=C21)/C=C/C3=CC=C(C=C3)N(C)C.[O-]Cl(=O)(=O)=O,82.0,1
314,96015.0,C1=CC=C(C(=C1)C=NNC(=O)NN=CC2=CC=CC=C2O)O,82.0,1
315,15944971.0,C1=CC=C(C=C1)C(=O)C2=C3C4=CC=CC5=C4C(=CC=C5)C3=CC6=[N+]2C7=CC=CC=C7S6.[Br-],82.0,1
316,14009215.0,CC1=[N+]2C=C(C(=CC2=CC=C1)C3=CC=CC=C3)C4=CC=CC=C4.[Br-],82.0,1
317,16008920.0,COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)C4=CC=CC=C4Cl)N,81.0,1
318,663373.0,CCOC(=O)C(C1=C2C(=C(C(=C1Br)O)O)C(=CO2)C(=O)C3=CC=C(C=C3)C)C(=O)C,81.0,1
319,1888848.0,CCOC(=O)C1=C(C2=C(N1)C=CC(=C2)Cl)N=NN3CCSCC3,81.0,1
320,9454677.0,CCN1C(=CC(=C1C)C(=O)COC(=O)C2=CC=CC=C2[N+](=O)[O-])C,81.0,1
321,16188599.0,CN1C=C/C(=C\C2=CC=[N+](C3=CC=CC=C23)C)/C4=CC=CC=C41.[I-],81.0,1
322,53301247.0,CCOC(=O)[C@]12CC3=C([C@H]1N(C(=O)C4=CC=CC=C24)CC(=O)OC)C=CC(=C3)Cl,81.0,1
323,3959870.0,CC1CN(CC(O1)C)S(=O)(=O)C2=CC=C(C=C2)C(=O)NCCCN3C=CN=C3,81.0,1
324,16681765.0,CCC(C)(C)C1=CC(=C(C=C1)OCCCC[N+]2=CC=CC(=C2C)C)C(C)(C)CC.[Br-],81.0,1
325,9444.0,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,81.0,1
326,1473969.0,C1=CC=C(C=C1)S(=O)/C(=C(/C(=O)NC2=CC=CC=C2Cl)\Cl)/Cl,81.0,1
327,720645.0,C1=CC=C(C=C1)CNC2=NC=NC3=C2C=C(C=C3)Br,81.0,1
328,1393528.0,C1=CC=C(C=C1)S(=O)(=O)/C(=C/C2=CC=C(O2)C3=CC=C(C=C3)Br)/C(=O)NCC4=CN=CC=C4,81.0,1
329,44142330.0,CC(C)N1CCC2=C(C1)C(=C(S2)NC(=O)C)C3=NC4=CC=CC=C4S3,81.0,1
330,1090053.0,CC1=CC=CC=C1C(=O)N2CCN(CC2)C3=CC=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCO5,81.0,1
331,24983197.0,CC(C)(C)OC(=O)NCCCCCC1=CN(N=N1)[C@@H](CO)C(=O)NCCCCCCCCCCC(=O)N2CCN(CC2)C(=O)OC(C)(C)C,80.0,1
332,280522.0,CCS(=O)(=O)O.CC1(N=C(N=C(N1C2=CC=C(C=C2)CCCCC3=CC=CC=C3)N)N)C,80.0,1
333,11958727.0,CCN\1C2=CC=CC=C2S/C1=C\C3=[N+](C4=C(C=CC=C4C=C3)C)CC.[I-],80.0,1
334,9635063.0,CCCC(=O)NC1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(O2)[N+](=O)[O-],80.0,1
335,328145.0,CN(C)C1=CC=C(C=C1)SC2=CC3=C(C=C2)N=C(N=C3N)N,80.0,1
336,3136121.0,CC(=O)NC(C1=C(C=C(C=C1)Cl)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,80.0,1
337,45281158.0,CC1=CC=C(C=C1)/C=C/2\C(=O)/C(=C\C3=CC=C(C=C3)C)/CNC2.Cl,80.0,1
338,286326.0,COC1=CC=C(C=C1)C=C2CS(=O)(=O)CC(=CC3=CC=C(C=C3)OC)C2=O,80.0,1
339,135490325.0,COC1=CC=CC(=C1O)/C=N/NC(=O)C2=CC=C(C=C2)C3=CC=CC=C3,80.0,1
340,24747990.0,CC[N+]1=C(C=CC(=C1)C)/C=C/C2=CC=C(C=C2)N(C)C.[I-],80.0,1
341,24761154.0,CC1=CC2=C(C=C1)N(C(=C2/C=C/C3=CC=[N+](C=C3)C)C)C.[I-],80.0,1
342,2872439.0,CC(=O)NC(C1=CC2=CC=CC=C2C=C1)C3=C(C4=C(C=CC=N4)C=C3)O,80.0,1
343,371509.0,CN(C)CCNC1=C2C3=C(C=C1)N=CN3C4=C(C2=O)C=C(C=C4)O.Cl,80.0,1
344,793761.0,C1=CC=C(C=C1)NC2=C3C(=C(SC3=NC=C2)C#N)N,79.0,1
345,131182.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5N=C4C3=C2)N)O,79.0,1
346,16745397.0,CC1=C(C(=O)OC(C1)[C@@H](C)C2CC[C@@H]3[C@@]2(CCC4C3C[C@@H]5[C@]6([C@@]4(C(=O)C=C[C@@H]6O)C)O5)C)CO,79.0,1
347,2052803.0,CCN(CC)CCN1C(=O)C2=C3C(=CC=C2)C4=CC=CC=C4C3=N1,79.0,1
348,13481921.0,CC1=CC=C(C=C1)C2=CC3=CC=CC=[N+]3C=C2C4=CC=C(C=C4)C.[Br-],79.0,1
349,2336835.0,C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC=C(C=C4)F,79.0,1
350,9799192.0,C[C@@H]1C[C@H]2[C@@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,79.0,1
351,266923.0,C1=CC2=C(C(=O)C(=C(C2=O)N)Br)N=C1,79.0,1
352,135438323.0,CC1=CC(=C(N1C2=CC=CC=C2F)C)C3=NNC(=NC4CC4)SC3,79.0,1
353,45281153.0,C1N(CCOC1)CCC(=O)N2C/C(=C/C3=CC(=C(C=C3)Cl)Cl)/C(=O)/C(=C\C4=CC(=C(C=C4)Cl)Cl)/C2.Cl,79.0,1
354,11022589.0,CC(C)(C)C(=O)/C(=C/C1=CC=C(C=C1)Cl)/N2C=NC=N2,79.0,1
355,148673.0,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42.Cl,79.0,1
356,1276569.0,CC1=CC(=C(N1C2=CC=CC=N2)C)/C=C/3\C(=O)N4C5=CC=CC=C5N=C4S3,79.0,1
357,15740787.0,C[N+]1=C2N(C3=CC=CC=C31)N=C(CS2)C4=CC=C(C=C4)OC.[Br-],79.0,1
358,5303.0,CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)C=O)O,79.0,1
359,5287620.0,C[C@H]1CCC/C=C/[C@@H]2C[C@@H](C[C@H]2[C@@H](/C=C/C(=O)O1)O)O,78.0,1
360,23631972.0,C1=CC(=CC=C1CCNC2=NC=NC3=C2C=C(C=C3)Cl)O,78.0,1
361,24747342.0,CC(C)(C)OC(=O)N(C)C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,78.0,1
362,6603212.0,C1CC2=C(C1)N(C3=C(C2=N)CCC3)CC4=CC=C(C=C4)Cl.Cl,78.0,1
364,135498002.0,COC1=CC=CC(=C1O)/C=N/NC2=C3C(=NC=N2)N(C=N3)CC4=CC=CC=C4,78.0,1
365,135510946.0,C1=CC=C2C(=C1)C=CC(=C2/C=N/NC3=NC4=CC=CC=C4C(=O)N3O)O,78.0,1
366,19621591.0,C1CC(N(C1)C2=NC(=CC(=N2)C(F)(F)F)C3=CC(=C(C=C3)Cl)Cl)C(=O)O,78.0,1
367,135439852.0,CN=C1N(C(=CS1)C2=CC=CC=C2F)/N=C/C3=CC=CN3,78.0,1
